Customer_Name,Customer_ID,Segment,Region
Steve Carroll,Steve Carroll,Home Office,South
Heather Jas,Heather Jas,Home Office,Central
Dana Kaydos,Dana Kaydos,Consumer,South
Stefania Perrino,Stefania Perrino,Corporate,South
Sung Shariari,Sung Shariari,Consumer,West
Jill Stevenson,Jill Stevenson,Corporate,Central
Stephanie Ulpright,Stephanie Ulpright,Home Office,West
Janet Lee,Janet Lee,Consumer,West
Joe Kamberova,Joe Kamberova,Consumer,West
Katrina Bavinger,Katrina Bavinger,Home Office,East
Doug O'Connell,Doug O'Connell,Consumer,South
Nicole Fjeld,Nicole Fjeld,Home Office,Central
Allen Goldenen,Allen Goldenen,Consumer,West
Dario Medina,Dario Medina,Corporate,South
Trudy Glocke,Trudy Glocke,Consumer,Central
Allen Armold,Allen Armold,Consumer,East
Eudokia Martin,Eudokia Martin,Corporate,East
Frank Carlisle,Frank Carlisle,Home Office,South
Joy Bell-,Joy Bell-,Consumer,Central
Shahid Shariari,Shahid Shariari,Consumer,South
Ryan Crowe,Ryan Crowe,Consumer,South
Cassandra Brandow,Cassandra Brandow,Consumer,South
Bart Folk,Bart Folk,Consumer,East
Speros Goranitis,Speros Goranitis,Consumer,South
Craig Yedwab,Craig Yedwab,Corporate,East
Liz Thompson,Liz Thompson,Consumer,East
Theresa Coyne,Theresa Coyne,Corporate,East
Dave Brooks,Dave Brooks,Consumer,Central
Alan Barnes,Alan Barnes,Consumer,South
Doug O'Connell,Doug O'Connell,Consumer,West
Craig Leslie,Craig Leslie,Home Office,South
Jay Fein,Jay Fein,Consumer,Central
Tom Prescott,Tom Prescott,Consumer,West
Meg O'Connel,Meg O'Connel,Home Office,South
Tony Sayre,Tony Sayre,Consumer,West
Erin Smith,Erin Smith,Corporate,South
Kean Thornton,Kean Thornton,Consumer,South
Muhammed Lee,Muhammed Lee,Consumer,West
Rick Hansen,Rick Hansen,Consumer,Central
Christina Anderson,Christina Anderson,Consumer,East
Peter Bühler,Peter Bühler,Consumer,South
Jim Epp,Jim Epp,Corporate,Central
Erica Hernandez,Erica Hernandez,Home Office,Central
Maya Herman,Maya Herman,Corporate,Central
Bobby Elias,Bobby Elias,Consumer,South
Brooke Gillingham,Brooke Gillingham,Corporate,West
Duane Benoit,Duane Benoit,Consumer,West
Don Weiss,Don Weiss,Consumer,West
Kelly Collister,Kelly Collister,Consumer,East
Karen Ferguson,Karen Ferguson,Home Office,South
Karen Bern,Karen Bern,Corporate,Central
Rose O'Brian,Rose O'Brian,Consumer,Central
Katrina Willman,Katrina Willman,Consumer,East
Sara Luxemburg,Sara Luxemburg,Home Office,West
Charles McCrossin,Charles McCrossin,Consumer,Central
Ann Steele,Ann Steele,Home Office,Central
Jas O'Carroll,Jas O'Carroll,Consumer,South
Sonia Cooley,Sonia Cooley,Consumer,West
Michelle Ellison,Michelle Ellison,Corporate,East
Neola Schneider,Neola Schneider,Consumer,West
Frank Gastineau,Frank Gastineau,Home Office,West
Jane Waco,Jane Waco,Corporate,South
Rob Williams,Rob Williams,Corporate,East
Chad McGuire,Chad McGuire,Consumer,West
Juliana Krohn,Juliana Krohn,Consumer,West
Dean percer,Dean percer,Home Office,South
Hunter Lopez,Hunter Lopez,Consumer,East
Amy Cox,Amy Cox,Consumer,Central
Laurel Workman,Laurel Workman,Corporate,Central
Xylona Preis,Xylona Preis,Consumer,East
Cyra Reiten,Cyra Reiten,Home Office,East
Debra Catini,Debra Catini,Consumer,West
Mike Gockenbach,Mike Gockenbach,Consumer,West
Cyma Kinney,Cyma Kinney,Corporate,Central
Maria Bertelson,Maria Bertelson,Consumer,Central
Scot Wooten,Scot Wooten,Consumer,Central
Robert Waldorf,Robert Waldorf,Consumer,West
Nora Paige,Nora Paige,Consumer,East
Michelle Lonsdale,Michelle Lonsdale,Corporate,West
Michelle Huthwaite,Michelle Huthwaite,Consumer,South
Andrew Gjertsen,Andrew Gjertsen,Corporate,East
Ed Ludwig,Ed Ludwig,Home Office,East
Stuart Van,Stuart Van,Corporate,West
Maribeth Yedwab,Maribeth Yedwab,Corporate,East
Bobby Odegard,Bobby Odegard,Consumer,South
Victoria Pisteka,Victoria Pisteka,Corporate,South
Astrea Jones,Astrea Jones,Consumer,West
Joy Smith,Joy Smith,Consumer,West
Pete Takahito,Pete Takahito,Consumer,South
Muhammed Yedwab,Muhammed Yedwab,Corporate,South
Justin Ellison,Justin Ellison,Corporate,West
Ivan Gibson,Ivan Gibson,Consumer,South
Susan Pistek,Susan Pistek,Consumer,Central
Patricia Hirasaki,Patricia Hirasaki,Home Office,South
Neil Knudson,Neil Knudson,Home Office,South
Brian DeCherney,Brian DeCherney,Consumer,Central
Randy Bradley,Randy Bradley,Consumer,Central
Jocasta Rupert,Jocasta Rupert,Consumer,South
Julie Creighton,Julie Creighton,Corporate,East
Carlos Soltero,Carlos Soltero,Consumer,South
Olvera Toch,Olvera Toch,Consumer,South
Janet Martin,Janet Martin,Consumer,South
Sue Ann Reed,Sue Ann Reed,Consumer,East
Jamie Kunitz,Jamie Kunitz,Consumer,West
Ryan Akin,Ryan Akin,Consumer,Central
Sharelle Roach,Sharelle Roach,Home Office,East
Peter Bühler,Peter Bühler,Consumer,East
Kimberly Carter,Kimberly Carter,Corporate,West
Denise Leinenbach,Denise Leinenbach,Consumer,West
Frank Merwin,Frank Merwin,Home Office,Central
Grant Thornton,Grant Thornton,Corporate,South
Christina DeMoss,Christina DeMoss,Consumer,East
Adam Bellavance,Adam Bellavance,Home Office,Central
Alan Haines,Alan Haines,Corporate,Central
Christopher Conant,Christopher Conant,Consumer,Central
Roger Barcio,Roger Barcio,Home Office,West
Liz Carlisle,Liz Carlisle,Consumer,Central
Chuck Clark,Chuck Clark,Home Office,Central
Carol Darley,Carol Darley,Consumer,East
Erin Creighton,Erin Creighton,Consumer,Central
Kean Nguyen,Kean Nguyen,Corporate,East
Matt Collister,Matt Collister,Corporate,West
Peter McVee,Peter McVee,Home Office,South
Frank Hawley,Frank Hawley,Corporate,East
Edward Becker,Edward Becker,Corporate,Central
Thomas Brumley,Thomas Brumley,Home Office,West
Catherine Glotzbach,Catherine Glotzbach,Home Office,Central
Max Ludwig,Max Ludwig,Home Office,East
Brenda Bowman,Brenda Bowman,Corporate,South
Larry Blacks,Larry Blacks,Consumer,South
Christopher Schild,Christopher Schild,Home Office,Central
Ken Brennan,Ken Brennan,Corporate,East
Michael Nguyen,Michael Nguyen,Consumer,South
Toby Carlisle,Toby Carlisle,Consumer,Central
Mitch Willingham,Mitch Willingham,Corporate,West
Katharine Harms,Katharine Harms,Corporate,West
Jim Sink,Jim Sink,Corporate,South
Christina DeMoss,Christina DeMoss,Consumer,West
Art Ferguson,Art Ferguson,Consumer,South
Adrian Barton,Adrian Barton,Consumer,South
Jennifer Halladay,Jennifer Halladay,Consumer,East
Richard Bierner,Richard Bierner,Consumer,South
Adrian Shami,Adrian Shami,Home Office,East
Erica Smith,Erica Smith,Consumer,South
Jennifer Halladay,Jennifer Halladay,Consumer,South
Christopher Martinez,Christopher Martinez,Consumer,Central
Alan Hwang,Alan Hwang,Consumer,Central
Maribeth Yedwab,Maribeth Yedwab,Corporate,South
Frank Merwin,Frank Merwin,Home Office,South
Michael Dominguez,Michael Dominguez,Corporate,South
Brendan Sweed,Brendan Sweed,Corporate,South
Henia Zydlo,Henia Zydlo,Consumer,South
Bradley Drucker,Bradley Drucker,Consumer,West
Justin Ritter,Justin Ritter,Corporate,Central
Rick Hansen,Rick Hansen,Consumer,West
Victor Preis,Victor Preis,Home Office,East
Max Engle,Max Engle,Consumer,East
Scott Williamson,Scott Williamson,Consumer,South
Sean Christensen,Sean Christensen,Consumer,East
Joseph Holt,Joseph Holt,Consumer,Central
Erica Hernandez,Erica Hernandez,Home Office,East
Craig Carreira,Craig Carreira,Consumer,East
Brenda Bowman,Brenda Bowman,Corporate,West
Adam Shillingsburg,Adam Shillingsburg,Consumer,South
Juliana Krohn,Juliana Krohn,Consumer,Central
Clay Cheatham,Clay Cheatham,Consumer,Central
Chuck Sachs,Chuck Sachs,Consumer,East
Matt Collins,Matt Collins,Consumer,South
Darrin Van Huff,Darrin Van Huff,Corporate,East
Larry Tron,Larry Tron,Consumer,East
Brad Norvell,Brad Norvell,Corporate,West
Denise Monton,Denise Monton,Corporate,West
Luke Foster,Luke Foster,Consumer,West
Laurel Elliston,Laurel Elliston,Consumer,West
Angele Hood,Angele Hood,Consumer,Central
Herbert Flentye,Herbert Flentye,Consumer,Central
Alex Grayson,Alex Grayson,Consumer,West
Justin Ellison,Justin Ellison,Corporate,South
Anthony Witt,Anthony Witt,Consumer,East
Helen Andreada,Helen Andreada,Consumer,East
Brian Thompson,Brian Thompson,Consumer,South
Roy Skaria,Roy Skaria,Home Office,Central
Ralph Ritter,Ralph Ritter,Consumer,Central
Andrew Roberts,Andrew Roberts,Consumer,Central
Kalyca Meade,Kalyca Meade,Corporate,West
Hallie Redmond,Hallie Redmond,Home Office,West
Arianne Irving,Arianne Irving,Consumer,South
Christine Abelman,Christine Abelman,Corporate,West
Dave Poirier,Dave Poirier,Corporate,Central
Alex Grayson,Alex Grayson,Consumer,South
David Kendrick,David Kendrick,Corporate,East
Brian Derr,Brian Derr,Consumer,South
Sharelle Roach,Sharelle Roach,Home Office,South
Sandra Glassco,Sandra Glassco,Consumer,Central
Monica Federle,Monica Federle,Corporate,South
Nick Crebassa,Nick Crebassa,Corporate,East
Lori Olson,Lori Olson,Corporate,Central
Jennifer Ferguson,Jennifer Ferguson,Consumer,East
Michael Chen,Michael Chen,Consumer,East
